clip_uid,condition,silence_removed_frac,duration_reduction_frac
WomenWhoStutter_81_18,clean,0.0,0.0
WomenWhoStutter_81_19,clean,0.0,0.0
WomenWhoStutter_81_20,clean,0.0,0.0
WomenWhoStutter_81_21,clean,0.0,0.0
WomenWhoStutter_81_22,clean,0.0,0.0
WomenWhoStutter_81_24,clean,0.0,0.0
WomenWhoStutter_81_25,clean,0.0,0.0
WomenWhoStutter_81_26,clean,0.0,0.0
WomenWhoStutter_81_27,clean,0.0,0.0
WomenWhoStutter_81_28,clean,0.0,0.0
WomenWhoStutter_81_29,clean,0.0,0.0
WomenWhoStutter_81_30,clean,0.0,0.0
WomenWhoStutter_81_31,clean,0.0,0.0
WomenWhoStutter_81_32,clean,0.0,0.0
WomenWhoStutter_81_33,clean,0.0,0.0
WomenWhoStutter_81_35,clean,0.0,0.0
WomenWhoStutter_81_36,clean,0.0,0.0
WomenWhoStutter_81_37,clean,0.0,0.0
WomenWhoStutter_81_38,clean,0.0,0.0
WomenWhoStutter_81_39,clean,0.0,0.0
WomenWhoStutter_81_40,clean,0.0,0.0
WomenWhoStutter_81_41,clean,0.0,0.0
WomenWhoStutter_81_42,clean,0.0,0.0
WomenWhoStutter_81_43,clean,0.0,0.0
WomenWhoStutter_81_44,clean,0.0,0.0
WomenWhoStutter_81_46,clean,0.0,0.0
WomenWhoStutter_81_47,clean,0.0,0.0
WomenWhoStutter_81_48,clean,0.0,0.0
WomenWhoStutter_81_49,clean,0.0,0.0
WomenWhoStutter_81_50,clean,0.0,0.0
WomenWhoStutter_81_51,clean,0.0,0.0
WomenWhoStutter_81_52,clean,0.0,0.0
WomenWhoStutter_81_53,clean,0.0,0.0
WomenWhoStutter_81_54,clean,0.0,0.0
WomenWhoStutter_81_55,clean,0.0,0.0
WomenWhoStutter_81_56,clean,0.0,0.0
WomenWhoStutter_81_57,clean,0.0,0.0
WomenWhoStutter_81_59,clean,0.0,0.0
WomenWhoStutter_81_60,clean,0.0,0.0
WomenWhoStutter_81_61,clean,0.0,0.0
WomenWhoStutter_81_62,clean,0.0,0.0
WomenWhoStutter_81_64,clean,0.0,0.0
WomenWhoStutter_81_65,clean,0.0,0.0
WomenWhoStutter_81_66,clean,0.0,0.0
WomenWhoStutter_81_67,clean,0.0,0.0
WomenWhoStutter_81_68,clean,0.0,0.0
WomenWhoStutter_81_69,clean,0.0,0.0
WomenWhoStutter_81_70,clean,0.0,0.0
WomenWhoStutter_81_72,clean,0.0,0.0
WomenWhoStutter_81_73,clean,0.0,0.0
WomenWhoStutter_81_75,clean,0.0,0.0
WomenWhoStutter_81_76,clean,0.0,0.0
WomenWhoStutter_81_77,clean,0.0,0.0
WomenWhoStutter_81_78,clean,0.0,0.0
WomenWhoStutter_81_79,clean,0.0,0.0
WomenWhoStutter_81_80,clean,0.0,0.0
WomenWhoStutter_81_81,clean,0.0,0.0
WomenWhoStutter_81_82,clean,0.0,0.0
WomenWhoStutter_81_84,clean,0.0,0.0
WomenWhoStutter_81_85,clean,0.0,0.0
WomenWhoStutter_81_86,clean,0.0,0.0
WomenWhoStutter_81_89,clean,0.0,0.0
WomenWhoStutter_81_90,clean,0.0,0.0
WomenWhoStutter_81_91,clean,0.0,0.0
WomenWhoStutter_81_92,clean,0.0,0.0
WomenWhoStutter_81_93,clean,0.0,0.0
WomenWhoStutter_81_94,clean,0.0,0.0
WomenWhoStutter_81_96,clean,0.0,0.0
WomenWhoStutter_81_98,clean,0.0,0.0
WomenWhoStutter_81_99,clean,0.0,0.0
WomenWhoStutter_81_100,clean,0.0,0.0
WomenWhoStutter_81_101,clean,0.0,0.0
WomenWhoStutter_81_102,clean,0.0,0.0
WomenWhoStutter_81_103,clean,0.0,0.0
WomenWhoStutter_81_104,clean,0.0,0.0
WomenWhoStutter_81_105,clean,0.0,0.0
WomenWhoStutter_81_106,clean,0.0,0.0
WomenWhoStutter_81_107,clean,0.0,0.0
WomenWhoStutter_81_108,clean,0.0,0.0
WomenWhoStutter_81_109,clean,0.0,0.0
WomenWhoStutter_81_110,clean,0.0,0.0
WomenWhoStutter_81_111,clean,0.0,0.0
WomenWhoStutter_81_114,clean,0.0,0.0
WomenWhoStutter_81_115,clean,0.0,0.0
WomenWhoStutter_81_116,clean,0.0,0.0
WomenWhoStutter_81_117,clean,0.0,0.0
WomenWhoStutter_81_118,clean,0.0,0.0
WomenWhoStutter_81_119,clean,0.0,0.0
WomenWhoStutter_81_120,clean,0.0,0.0
WomenWhoStutter_81_121,clean,0.0,0.0
WomenWhoStutter_81_122,clean,0.0,0.0
WomenWhoStutter_81_123,clean,0.0,0.0
WomenWhoStutter_81_124,clean,0.0,0.0
WomenWhoStutter_81_125,clean,0.0,0.0
WomenWhoStutter_81_126,clean,0.0,0.0
WomenWhoStutter_81_127,clean,0.0,0.0
WomenWhoStutter_81_128,clean,0.0,0.0
WomenWhoStutter_81_129,clean,0.0,0.0
WomenWhoStutter_81_130,clean,0.0,0.0
WomenWhoStutter_81_131,clean,0.0,0.0
WomenWhoStutter_81_132,clean,0.0,0.0
WomenWhoStutter_81_133,clean,0.0,0.0
WomenWhoStutter_81_135,clean,0.0,0.0
WomenWhoStutter_81_137,clean,0.0,0.0
WomenWhoStutter_81_138,clean,0.0,0.0
WomenWhoStutter_81_139,clean,0.0,0.0
WomenWhoStutter_81_141,clean,0.0,0.0
WomenWhoStutter_81_144,clean,0.0,0.0
WomenWhoStutter_81_145,clean,0.0,0.0
WomenWhoStutter_81_147,clean,0.0,0.0
WomenWhoStutter_81_148,clean,0.0,0.0
WomenWhoStutter_81_149,clean,0.0,0.0
WomenWhoStutter_81_150,clean,0.0,0.0
WomenWhoStutter_81_151,clean,0.0,0.0
WomenWhoStutter_81_152,clean,0.0,0.0
WomenWhoStutter_81_153,clean,0.0,0.0
WomenWhoStutter_81_154,clean,0.0,0.0
WomenWhoStutter_81_155,clean,0.0,0.0
WomenWhoStutter_81_156,clean,0.0,0.0
WomenWhoStutter_81_157,clean,0.0,0.0
WomenWhoStutter_81_158,clean,0.0,0.0
WomenWhoStutter_81_160,clean,0.0,0.0
WomenWhoStutter_81_161,clean,0.0,0.0
WomenWhoStutter_81_162,clean,0.0,0.0
WomenWhoStutter_81_163,clean,0.0,0.0
WomenWhoStutter_81_164,clean,0.0,0.0
WomenWhoStutter_81_165,clean,0.0,0.0
WomenWhoStutter_81_166,clean,0.0,0.0
WomenWhoStutter_81_167,clean,0.0,0.0
WomenWhoStutter_81_168,clean,0.0,0.0
WomenWhoStutter_81_169,clean,0.0,0.0
WomenWhoStutter_81_170,clean,0.0,0.0
WomenWhoStutter_81_171,clean,0.0,0.0
WomenWhoStutter_81_172,clean,0.0,0.0
WomenWhoStutter_81_173,clean,0.0,0.0
WomenWhoStutter_81_174,clean,0.0,0.0
WomenWhoStutter_81_175,clean,0.0,0.0
WomenWhoStutter_81_176,clean,0.0,0.0
WomenWhoStutter_81_177,clean,0.0,0.0
WomenWhoStutter_81_178,clean,0.0,0.0
WomenWhoStutter_81_179,clean,0.0,0.0
WomenWhoStutter_81_180,clean,0.0,0.0
WomenWhoStutter_81_181,clean,0.0,0.0
WomenWhoStutter_81_182,clean,0.0,0.0
WomenWhoStutter_81_183,clean,0.0,0.0
WomenWhoStutter_81_187,clean,0.0,0.0
WomenWhoStutter_81_188,clean,0.0,0.0
WomenWhoStutter_81_189,clean,0.0,0.0
WomenWhoStutter_82_1,clean,0.0,0.0
WomenWhoStutter_82_2,clean,0.0,0.0
WomenWhoStutter_82_4,clean,0.0,0.0
WomenWhoStutter_82_5,clean,0.0,0.0
WomenWhoStutter_82_6,clean,0.0,0.0
WomenWhoStutter_82_7,clean,0.0,0.0
WomenWhoStutter_82_9,clean,0.0,0.0
WomenWhoStutter_82_11,clean,0.0,0.0
WomenWhoStutter_82_13,clean,0.0,0.0
WomenWhoStutter_82_15,clean,0.0,0.0
WomenWhoStutter_82_16,clean,0.0,0.0
WomenWhoStutter_82_17,clean,0.0,0.0
WomenWhoStutter_82_18,clean,0.0,0.0
WomenWhoStutter_82_19,clean,0.0,0.0
WomenWhoStutter_82_20,clean,0.0,0.0
WomenWhoStutter_82_21,clean,0.0,0.0
WomenWhoStutter_82_22,clean,0.0,0.0
WomenWhoStutter_82_23,clean,0.0,0.0
WomenWhoStutter_82_24,clean,0.0,0.0
WomenWhoStutter_82_25,clean,0.0,0.0
WomenWhoStutter_82_26,clean,0.0,0.0
WomenWhoStutter_82_28,clean,0.0,0.0
WomenWhoStutter_82_30,clean,0.0,0.0
WomenWhoStutter_82_31,clean,0.0,0.0
WomenWhoStutter_82_32,clean,0.0,0.0
WomenWhoStutter_82_33,clean,0.0,0.0
WomenWhoStutter_82_34,clean,0.0,0.0
WomenWhoStutter_82_35,clean,0.0,0.0
WomenWhoStutter_82_37,clean,0.0,0.0
WomenWhoStutter_83_0,clean,0.0,0.0
WomenWhoStutter_83_1,clean,0.0,0.0
WomenWhoStutter_83_2,clean,0.0,0.0
WomenWhoStutter_83_3,clean,0.0,0.0
WomenWhoStutter_83_4,clean,0.0,0.0
WomenWhoStutter_83_5,clean,0.0,0.0
WomenWhoStutter_83_6,clean,0.0,0.0
WomenWhoStutter_83_7,clean,0.0,0.0
WomenWhoStutter_83_8,clean,0.0,0.0
WomenWhoStutter_83_10,clean,0.0,0.0
WomenWhoStutter_83_11,clean,0.0,0.0
WomenWhoStutter_83_13,clean,0.0,0.0
WomenWhoStutter_83_14,clean,0.0,0.0
WomenWhoStutter_83_16,clean,0.0,0.0
WomenWhoStutter_83_17,clean,0.0,0.0
WomenWhoStutter_83_18,clean,0.0,0.0
WomenWhoStutter_83_19,clean,0.0,0.0
WomenWhoStutter_83_20,clean,0.0,0.0
WomenWhoStutter_83_21,clean,0.0,0.0
WomenWhoStutter_83_22,clean,0.0,0.0
WomenWhoStutter_83_23,clean,0.0,0.0
WomenWhoStutter_83_24,clean,0.0,0.0
WomenWhoStutter_83_25,clean,0.0,0.0
WomenWhoStutter_83_26,clean,0.0,0.0
WomenWhoStutter_83_27,clean,0.0,0.0
WomenWhoStutter_83_28,clean,0.0,0.0
WomenWhoStutter_83_29,clean,0.0,0.0
WomenWhoStutter_83_30,clean,0.0,0.0
WomenWhoStutter_83_31,clean,0.0,0.0
WomenWhoStutter_83_32,clean,0.0,0.0
WomenWhoStutter_83_33,clean,0.0,0.0
WomenWhoStutter_83_34,clean,0.0,0.0
WomenWhoStutter_83_35,clean,0.0,0.0
WomenWhoStutter_83_38,clean,0.0,0.0
WomenWhoStutter_83_39,clean,0.0,0.0
WomenWhoStutter_84_0,clean,0.0,0.0
WomenWhoStutter_84_1,clean,0.0,0.0
WomenWhoStutter_84_2,clean,0.0,0.0
WomenWhoStutter_84_3,clean,0.0,0.0
WomenWhoStutter_84_4,clean,0.0,0.0
WomenWhoStutter_84_5,clean,0.0,0.0
WomenWhoStutter_84_6,clean,0.0,0.0
WomenWhoStutter_84_7,clean,0.0,0.0
WomenWhoStutter_84_8,clean,0.0,0.0
WomenWhoStutter_84_9,clean,0.0,0.0
WomenWhoStutter_84_10,clean,0.0,0.0
WomenWhoStutter_84_12,clean,0.0,0.0
WomenWhoStutter_84_13,clean,0.0,0.0
WomenWhoStutter_84_14,clean,0.0,0.0
WomenWhoStutter_84_16,clean,0.0,0.0
WomenWhoStutter_84_17,clean,0.0,0.0
WomenWhoStutter_84_18,clean,0.0,0.0
WomenWhoStutter_84_19,clean,0.0,0.0
WomenWhoStutter_84_20,clean,0.0,0.0
WomenWhoStutter_84_22,clean,0.0,0.0
WomenWhoStutter_84_23,clean,0.0,0.0
WomenWhoStutter_84_24,clean,0.0,0.0
WomenWhoStutter_84_25,clean,0.0,0.0
WomenWhoStutter_84_26,clean,0.0,0.0
WomenWhoStutter_84_27,clean,0.0,0.0
WomenWhoStutter_84_28,clean,0.0,0.0
WomenWhoStutter_84_29,clean,0.0,0.0
WomenWhoStutter_84_30,clean,0.0,0.0
WomenWhoStutter_84_31,clean,0.0,0.0
WomenWhoStutter_84_32,clean,0.0,0.0
WomenWhoStutter_84_33,clean,0.0,0.0
WomenWhoStutter_84_34,clean,0.0,0.0
WomenWhoStutter_84_37,clean,0.0,0.0
WomenWhoStutter_84_38,clean,0.0,0.0
WomenWhoStutter_84_39,clean,0.0,0.0
WomenWhoStutter_85_1,clean,0.0,0.0
WomenWhoStutter_85_2,clean,0.0,0.0
WomenWhoStutter_85_3,clean,0.0,0.0
WomenWhoStutter_85_4,clean,0.0,0.0
WomenWhoStutter_85_5,clean,0.0,0.0
WomenWhoStutter_85_6,clean,0.0,0.0
WomenWhoStutter_85_7,clean,0.0,0.0
WomenWhoStutter_85_9,clean,0.0,0.0
WomenWhoStutter_85_10,clean,0.0,0.0
WomenWhoStutter_85_11,clean,0.0,0.0
WomenWhoStutter_85_12,clean,0.0,0.0
WomenWhoStutter_85_13,clean,0.0,0.0
WomenWhoStutter_85_14,clean,0.0,0.0
WomenWhoStutter_85_15,clean,0.0,0.0
WomenWhoStutter_85_16,clean,0.0,0.0
WomenWhoStutter_85_17,clean,0.0,0.0
WomenWhoStutter_85_19,clean,0.0,0.0
WomenWhoStutter_85_20,clean,0.0,0.0
WomenWhoStutter_85_21,clean,0.0,0.0
WomenWhoStutter_85_22,clean,0.0,0.0
WomenWhoStutter_85_25,clean,0.0,0.0
WomenWhoStutter_85_26,clean,0.0,0.0
WomenWhoStutter_85_27,clean,0.0,0.0
WomenWhoStutter_85_28,clean,0.0,0.0
WomenWhoStutter_85_29,clean,0.0,0.0
WomenWhoStutter_85_30,clean,0.0,0.0
WomenWhoStutter_85_31,clean,0.0,0.0
WomenWhoStutter_85_32,clean,0.0,0.0
WomenWhoStutter_85_33,clean,0.0,0.0
WomenWhoStutter_85_34,clean,0.0,0.0
WomenWhoStutter_85_35,clean,0.0,0.0
WomenWhoStutter_85_36,clean,0.0,0.0
WomenWhoStutter_85_37,clean,0.0,0.0
WomenWhoStutter_85_38,clean,0.0,0.0
WomenWhoStutter_86_1,clean,0.0,0.0
WomenWhoStutter_86_3,clean,0.0,0.0
WomenWhoStutter_86_4,clean,0.0,0.0
WomenWhoStutter_86_5,clean,0.0,0.0
WomenWhoStutter_86_6,clean,0.0,0.0
WomenWhoStutter_86_7,clean,0.0,0.0
WomenWhoStutter_86_8,clean,0.0,0.0
WomenWhoStutter_86_9,clean,0.0,0.0
WomenWhoStutter_86_10,clean,0.0,0.0
WomenWhoStutter_86_11,clean,0.0,0.0
WomenWhoStutter_86_12,clean,0.0,0.0
WomenWhoStutter_86_13,clean,0.0,0.0
WomenWhoStutter_86_14,clean,0.0,0.0
WomenWhoStutter_86_15,clean,0.0,0.0
WomenWhoStutter_86_16,clean,0.0,0.0
WomenWhoStutter_86_17,clean,0.0,0.0
WomenWhoStutter_86_18,clean,0.0,0.0
WomenWhoStutter_86_20,clean,0.0,0.0
WomenWhoStutter_86_21,clean,0.0,0.0
WomenWhoStutter_86_22,clean,0.0,0.0
WomenWhoStutter_86_23,clean,0.0,0.0
WomenWhoStutter_86_24,clean,0.0,0.0
WomenWhoStutter_86_25,clean,0.0,0.0
WomenWhoStutter_86_26,clean,0.0,0.0
WomenWhoStutter_86_27,clean,0.0,0.0
WomenWhoStutter_86_28,clean,0.0,0.0
WomenWhoStutter_86_30,clean,0.0,0.0
WomenWhoStutter_86_31,clean,0.0,0.0
WomenWhoStutter_86_32,clean,0.0,0.0
WomenWhoStutter_86_33,clean,0.0,0.0
WomenWhoStutter_86_34,clean,0.0,0.0
WomenWhoStutter_86_36,clean,0.0,0.0
WomenWhoStutter_86_37,clean,0.0,0.0
WomenWhoStutter_86_38,clean,0.0,0.0
WomenWhoStutter_86_39,clean,0.0,0.0
WomenWhoStutter_86_40,clean,0.0,0.0
WomenWhoStutter_86_41,clean,0.0,0.0
WomenWhoStutter_86_42,clean,0.0,0.0
WomenWhoStutter_86_45,clean,0.0,0.0
WomenWhoStutter_86_47,clean,0.0,0.0
WomenWhoStutter_86_50,clean,0.0,0.0
WomenWhoStutter_86_51,clean,0.0,0.0
WomenWhoStutter_86_52,clean,0.0,0.0
WomenWhoStutter_86_53,clean,0.0,0.0
WomenWhoStutter_86_54,clean,0.0,0.0
WomenWhoStutter_86_55,clean,0.0,0.0
WomenWhoStutter_86_57,clean,0.0,0.0
WomenWhoStutter_86_58,clean,0.0,0.0
WomenWhoStutter_86_59,clean,0.0,0.0
WomenWhoStutter_86_60,clean,0.0,0.0
WomenWhoStutter_86_61,clean,0.0,0.0
WomenWhoStutter_86_62,clean,0.0,0.0
WomenWhoStutter_86_63,clean,0.0,0.0
WomenWhoStutter_86_64,clean,0.0,0.0
WomenWhoStutter_86_66,clean,0.0,0.0
WomenWhoStutter_86_67,clean,0.0,0.0
WomenWhoStutter_86_68,clean,0.0,0.0
WomenWhoStutter_86_69,clean,0.0,0.0
WomenWhoStutter_86_70,clean,0.0,0.0
WomenWhoStutter_86_71,clean,0.0,0.0
WomenWhoStutter_86_72,clean,0.0,0.0
WomenWhoStutter_86_73,clean,0.0,0.0
WomenWhoStutter_86_74,clean,0.0,0.0
WomenWhoStutter_86_75,clean,0.0,0.0
WomenWhoStutter_86_76,clean,0.0,0.0
WomenWhoStutter_86_77,clean,0.0,0.0
WomenWhoStutter_86_78,clean,0.0,0.0
WomenWhoStutter_86_79,clean,0.0,0.0
WomenWhoStutter_86_80,clean,0.0,0.0
WomenWhoStutter_86_81,clean,0.0,0.0
WomenWhoStutter_86_82,clean,0.0,0.0
WomenWhoStutter_86_83,clean,0.0,0.0
WomenWhoStutter_86_84,clean,0.0,0.0
WomenWhoStutter_86_85,clean,0.0,0.0
WomenWhoStutter_86_86,clean,0.0,0.0
WomenWhoStutter_86_87,clean,0.0,0.0
WomenWhoStutter_86_88,clean,0.0,0.0
WomenWhoStutter_86_89,clean,0.0,0.0
WomenWhoStutter_86_91,clean,0.0,0.0
WomenWhoStutter_86_92,clean,0.0,0.0
WomenWhoStutter_86_93,clean,0.0,0.0
WomenWhoStutter_86_94,clean,0.0,0.0
WomenWhoStutter_86_96,clean,0.0,0.0
WomenWhoStutter_86_97,clean,0.0,0.0
WomenWhoStutter_86_98,clean,0.0,0.0
WomenWhoStutter_86_99,clean,0.0,0.0
WomenWhoStutter_86_100,clean,0.0,0.0
WomenWhoStutter_86_102,clean,0.0,0.0
WomenWhoStutter_86_103,clean,0.0,0.0
WomenWhoStutter_86_104,clean,0.0,0.0
WomenWhoStutter_86_105,clean,0.0,0.0
WomenWhoStutter_86_106,clean,0.0,0.0
WomenWhoStutter_86_107,clean,0.0,0.0
WomenWhoStutter_86_108,clean,0.0,0.0
WomenWhoStutter_86_109,clean,0.0,0.0
WomenWhoStutter_86_110,clean,0.0,0.0
WomenWhoStutter_86_111,clean,0.0,0.0
WomenWhoStutter_86_113,clean,0.0,0.0
WomenWhoStutter_86_114,clean,0.0,0.0
WomenWhoStutter_86_115,clean,0.0,0.0
WomenWhoStutter_86_116,clean,0.0,0.0
WomenWhoStutter_86_117,clean,0.0,0.0
WomenWhoStutter_86_118,clean,0.0,0.0
WomenWhoStutter_86_119,clean,0.0,0.0
WomenWhoStutter_86_120,clean,0.0,0.0
WomenWhoStutter_86_121,clean,0.0,0.0
WomenWhoStutter_86_123,clean,0.0,0.0
WomenWhoStutter_86_124,clean,0.0,0.0
WomenWhoStutter_86_125,clean,0.0,0.0
WomenWhoStutter_86_126,clean,0.0,0.0
WomenWhoStutter_86_127,clean,0.0,0.0
WomenWhoStutter_86_128,clean,0.0,0.0
WomenWhoStutter_86_129,clean,0.0,0.0
WomenWhoStutter_86_130,clean,0.0,0.0
WomenWhoStutter_86_131,clean,0.0,0.0
WomenWhoStutter_86_132,clean,0.0,0.0
WomenWhoStutter_86_133,clean,0.0,0.0
WomenWhoStutter_86_134,clean,0.0,0.0
WomenWhoStutter_86_135,clean,0.0,0.0
WomenWhoStutter_86_136,clean,0.0,0.0
WomenWhoStutter_86_137,clean,0.0,0.0
WomenWhoStutter_86_140,clean,0.0,0.0
WomenWhoStutter_86_141,clean,0.0,0.0
WomenWhoStutter_86_142,clean,0.0,0.0
WomenWhoStutter_86_143,clean,0.0,0.0
WomenWhoStutter_86_144,clean,0.0,0.0
WomenWhoStutter_86_145,clean,0.0,0.0
WomenWhoStutter_86_146,clean,0.0,0.0
WomenWhoStutter_86_147,clean,0.0,0.0
WomenWhoStutter_86_148,clean,0.0,0.0
WomenWhoStutter_86_149,clean,0.0,0.0
WomenWhoStutter_86_150,clean,0.0,0.0
WomenWhoStutter_86_151,clean,0.0,0.0
WomenWhoStutter_86_152,clean,0.0,0.0
WomenWhoStutter_86_153,clean,0.0,0.0
WomenWhoStutter_86_154,clean,0.0,0.0
WomenWhoStutter_86_155,clean,0.0,0.0
WomenWhoStutter_86_156,clean,0.0,0.0
WomenWhoStutter_86_157,clean,0.0,0.0
WomenWhoStutter_86_158,clean,0.0,0.0
WomenWhoStutter_86_159,clean,0.0,0.0
WomenWhoStutter_86_160,clean,0.0,0.0
WomenWhoStutter_86_161,clean,0.0,0.0
WomenWhoStutter_86_165,clean,0.0,0.0
WomenWhoStutter_86_166,clean,0.0,0.0
WomenWhoStutter_87_1,clean,0.0,0.0
WomenWhoStutter_87_2,clean,0.0,0.0
WomenWhoStutter_87_3,clean,0.0,0.0
WomenWhoStutter_87_5,clean,0.0,0.0
WomenWhoStutter_87_6,clean,0.0,0.0
WomenWhoStutter_87_7,clean,0.0,0.0
WomenWhoStutter_87_8,clean,0.0,0.0
WomenWhoStutter_87_9,clean,0.0,0.0
WomenWhoStutter_87_11,clean,0.0,0.0
WomenWhoStutter_87_12,clean,0.0,0.0
WomenWhoStutter_87_14,clean,0.0,0.0
WomenWhoStutter_87_15,clean,0.0,0.0
WomenWhoStutter_87_16,clean,0.0,0.0
WomenWhoStutter_87_18,clean,0.0,0.0
WomenWhoStutter_87_19,clean,0.0,0.0
WomenWhoStutter_87_21,clean,0.0,0.0
WomenWhoStutter_87_22,clean,0.0,0.0
WomenWhoStutter_87_23,clean,0.0,0.0
WomenWhoStutter_87_24,clean,0.0,0.0
WomenWhoStutter_87_25,clean,0.0,0.0
WomenWhoStutter_87_26,clean,0.0,0.0
WomenWhoStutter_87_27,clean,0.0,0.0
WomenWhoStutter_87_28,clean,0.0,0.0
WomenWhoStutter_87_29,clean,0.0,0.0
WomenWhoStutter_87_30,clean,0.0,0.0
WomenWhoStutter_87_31,clean,0.0,0.0
WomenWhoStutter_87_33,clean,0.0,0.0
WomenWhoStutter_87_34,clean,0.0,0.0
WomenWhoStutter_87_36,clean,0.0,0.0
WomenWhoStutter_87_37,clean,0.0,0.0
WomenWhoStutter_87_39,clean,0.0,0.0
WomenWhoStutter_87_40,clean,0.0,0.0
WomenWhoStutter_87_41,clean,0.0,0.0
WomenWhoStutter_87_42,clean,0.0,0.0
WomenWhoStutter_87_43,clean,0.0,0.0
WomenWhoStutter_87_44,clean,0.0,0.0
WomenWhoStutter_87_46,clean,0.0,0.0
WomenWhoStutter_87_47,clean,0.0,0.0
WomenWhoStutter_87_49,clean,0.0,0.0
WomenWhoStutter_87_50,clean,0.0,0.0
WomenWhoStutter_87_51,clean,0.0,0.0
WomenWhoStutter_87_52,clean,0.0,0.0
WomenWhoStutter_87_53,clean,0.0,0.0
WomenWhoStutter_87_55,clean,0.0,0.0
WomenWhoStutter_87_56,clean,0.0,0.0
WomenWhoStutter_87_57,clean,0.0,0.0
WomenWhoStutter_87_60,clean,0.0,0.0
WomenWhoStutter_87_61,clean,0.0,0.0
WomenWhoStutter_87_62,clean,0.0,0.0
WomenWhoStutter_87_63,clean,0.0,0.0
WomenWhoStutter_87_64,clean,0.0,0.0
WomenWhoStutter_87_65,clean,0.0,0.0
WomenWhoStutter_87_67,clean,0.0,0.0
WomenWhoStutter_87_68,clean,0.0,0.0
WomenWhoStutter_87_69,clean,0.0,0.0
WomenWhoStutter_87_70,clean,0.0,0.0
WomenWhoStutter_87_71,clean,0.0,0.0
WomenWhoStutter_87_72,clean,0.0,0.0
WomenWhoStutter_87_73,clean,0.0,0.0
WomenWhoStutter_87_75,clean,0.0,0.0
WomenWhoStutter_87_76,clean,0.0,0.0
WomenWhoStutter_87_79,clean,0.0,0.0
WomenWhoStutter_87_83,clean,0.0,0.0
WomenWhoStutter_87_84,clean,0.0,0.0
WomenWhoStutter_87_85,clean,0.0,0.0
WomenWhoStutter_87_86,clean,0.0,0.0
WomenWhoStutter_87_87,clean,0.0,0.0
WomenWhoStutter_87_89,clean,0.0,0.0
WomenWhoStutter_87_90,clean,0.0,0.0
WomenWhoStutter_87_91,clean,0.0,0.0
WomenWhoStutter_87_92,clean,0.0,0.0
WomenWhoStutter_87_93,clean,0.0,0.0
WomenWhoStutter_87_94,clean,0.0,0.0
WomenWhoStutter_87_95,clean,0.0,0.0
WomenWhoStutter_87_96,clean,0.0,0.0
WomenWhoStutter_87_98,clean,0.0,0.0
WomenWhoStutter_87_99,clean,0.0,0.0
WomenWhoStutter_87_100,clean,0.0,0.0
WomenWhoStutter_87_101,clean,0.0,0.0
WomenWhoStutter_87_102,clean,0.0,0.0
WomenWhoStutter_87_104,clean,0.0,0.0
WomenWhoStutter_87_105,clean,0.0,0.0
WomenWhoStutter_87_106,clean,0.0,0.0
WomenWhoStutter_87_107,clean,0.0,0.0
WomenWhoStutter_87_111,clean,0.0,0.0
WomenWhoStutter_87_112,clean,0.0,0.0
WomenWhoStutter_87_114,clean,0.0,0.0
WomenWhoStutter_87_115,clean,0.0,0.0
WomenWhoStutter_87_116,clean,0.0,0.0
WomenWhoStutter_87_117,clean,0.0,0.0
WomenWhoStutter_87_118,clean,0.0,0.0
WomenWhoStutter_87_119,clean,0.0,0.0
WomenWhoStutter_87_120,clean,0.0,0.0
WomenWhoStutter_87_121,clean,0.0,0.0
WomenWhoStutter_87_122,clean,0.0,0.0
WomenWhoStutter_87_123,clean,0.0,0.0
WomenWhoStutter_87_124,clean,0.0,0.0
WomenWhoStutter_87_126,clean,0.0,0.0
WomenWhoStutter_87_127,clean,0.0,0.0
WomenWhoStutter_87_128,clean,0.0,0.0
WomenWhoStutter_87_129,clean,0.0,0.0
WomenWhoStutter_87_130,clean,0.0,0.0
WomenWhoStutter_87_131,clean,0.0,0.0
WomenWhoStutter_87_132,clean,0.0,0.0
WomenWhoStutter_87_133,clean,0.0,0.0
WomenWhoStutter_87_134,clean,0.0,0.0
WomenWhoStutter_87_135,clean,0.0,0.0
WomenWhoStutter_87_136,clean,0.0,0.0
WomenWhoStutter_87_137,clean,0.0,0.0
WomenWhoStutter_87_138,clean,0.0,0.0
WomenWhoStutter_87_139,clean,0.0,0.0
WomenWhoStutter_87_140,clean,0.0,0.0
WomenWhoStutter_87_141,clean,0.0,0.0
WomenWhoStutter_87_142,clean,0.0,0.0
WomenWhoStutter_87_143,clean,0.0,0.0
WomenWhoStutter_87_144,clean,0.0,0.0
WomenWhoStutter_87_146,clean,0.0,0.0
WomenWhoStutter_87_147,clean,0.0,0.0
WomenWhoStutter_87_148,clean,0.0,0.0
WomenWhoStutter_87_149,clean,0.0,0.0
WomenWhoStutter_87_150,clean,0.0,0.0
WomenWhoStutter_87_151,clean,0.0,0.0
WomenWhoStutter_87_152,clean,0.0,0.0
WomenWhoStutter_87_153,clean,0.0,0.0
WomenWhoStutter_87_154,clean,0.0,0.0
WomenWhoStutter_87_155,clean,0.0,0.0
WomenWhoStutter_87_156,clean,0.0,0.0
WomenWhoStutter_87_157,clean,0.0,0.0
WomenWhoStutter_87_159,clean,0.0,0.0
WomenWhoStutter_87_161,clean,0.0,0.0
WomenWhoStutter_87_162,clean,0.0,0.0
WomenWhoStutter_87_163,clean,0.0,0.0
