Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,file_path,exists,episode_id,clip_uid,fold,cross_show_split,Block_any,Block_maj,Prolongation_any,Prolongation_maj,SoundRep_any,SoundRep_maj,WordRep_any,WordRep_maj,Interjection_any,Interjection_maj
WomenWhoStutter,81,18,6112160,6160160,0,0,0,0,0,3,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/81/18.wav,True,WomenWhoStutter_81,WomenWhoStutter_81_18,1,train,0,0,0,0,0,0,1,1,0,0
StutterTalk,51,31,21973280,22021280,0,0,1,0,0,1,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/51/31.wav,True,StutterTalk_51,StutterTalk_51_31,4,train,0,0,1,0,0,0,1,0,1,1
StutterTalk,66,24,25763360,25811360,0,0,0,0,0,1,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/66/24.wav,True,StutterTalk_66,StutterTalk_66_24,0,train,0,0,0,0,0,0,1,0,0,0
StutterTalk,8,170,17427360,17475360,0,0,1,2,0,3,0,1,0,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/170.wav,True,StutterTalk_8,StutterTalk_8_170,2,train,1,1,1,0,0,0,1,1,1,0
StutterTalk,54,10,12907520,12955520,0,0,0,0,1,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/54/10.wav,True,StutterTalk_54,StutterTalk_54_10,2,train,0,0,0,0,1,0,1,1,1,0
HeStutters,21,129,20414400,20462400,0,0,0,0,0,2,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/129.wav,True,HeStutters_21,HeStutters_21_129,1,train,0,0,0,0,0,0,1,1,0,0
StutterTalk,63,113,29634560,29682560,0,0,0,1,1,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/63/113.wav,True,StutterTalk_63,StutterTalk_63_113,4,train,1,0,0,0,1,0,1,1,1,0
MyStutteringLife,14,19,19863680,19911680,0,0,0,1,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/14/19.wav,True,MyStutteringLife_14,MyStutteringLife_14_19,1,test,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,6,15,29822080,29870080,0,0,0,0,0,3,1,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/6/15.wav,True,WomenWhoStutter_6,WomenWhoStutter_6_15,0,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,6,163,18931520,18979520,0,0,0,0,1,1,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/6/163.wav,True,WomenWhoStutter_6,WomenWhoStutter_6_163,0,train,0,0,0,0,1,0,1,0,0,0
WomenWhoStutter,88,200,41524160,41572160,0,0,0,1,1,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/200.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_200,3,train,1,0,0,0,1,0,1,1,0,0
StutterTalk,7,22,51151200,51199200,0,0,0,0,0,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/7/22.wav,True,StutterTalk_7,StutterTalk_7_22,4,train,0,0,0,0,0,0,1,1,1,0
WomenWhoStutter,60,8,6855200,6903200,0,0,0,0,0,2,1,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/60/8.wav,True,WomenWhoStutter_60,WomenWhoStutter_60_8,3,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,62,32,36238560,36286560,0,0,0,0,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/62/32.wav,True,WomenWhoStutter_62,WomenWhoStutter_62_32,3,train,0,0,0,0,0,0,1,1,0,0
StutterTalk,8,45,4721920,4769920,0,0,0,0,1,3,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/45.wav,True,StutterTalk_8,StutterTalk_8_45,2,train,0,0,0,0,1,0,1,1,1,1
StutterTalk,43,58,16003040,16051040,0,0,0,0,2,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/43/58.wav,True,StutterTalk_43,StutterTalk_43_58,4,train,0,0,0,0,1,1,1,0,0,0
HVSA,0,129,6315040,6363040,0,0,1,0,0,1,0,3,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/0/129.wav,True,HVSA_0,HVSA_0_129,4,test,0,0,1,0,0,0,1,0,1,1
StutterTalk,57,14,9078240,9126240,1,0,0,0,0,1,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/57/14.wav,True,StutterTalk_57,StutterTalk_57_14,2,train,0,0,0,0,0,0,1,0,0,0
HeStutters,18,205,32576320,32624320,0,1,0,0,0,2,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/18/205.wav,True,HeStutters_18,HeStutters_18_205,0,train,0,0,0,0,0,0,1,1,1,0
HeStutters,12,11,27524800,27572800,0,0,0,1,0,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/12/11.wav,True,HeStutters_12,HeStutters_12_11,0,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,107,32,20128640,20176640,0,0,0,0,1,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/107/32.wav,True,WomenWhoStutter_107,WomenWhoStutter_107_32,4,train,0,0,0,0,1,0,1,1,0,0
WomenWhoStutter,48,10,7753920,7801920,0,0,0,0,2,1,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/48/10.wav,True,WomenWhoStutter_48,WomenWhoStutter_48_10,3,train,0,0,0,0,1,1,1,0,1,0
WomenWhoStutter,56,95,18439680,18487680,0,0,0,1,0,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/56/95.wav,True,WomenWhoStutter_56,WomenWhoStutter_56_95,3,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,56,173,31948480,31996480,0,0,0,0,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/56/173.wav,True,WomenWhoStutter_56,WomenWhoStutter_56_173,3,train,0,0,0,0,0,0,1,1,1,1
HeStutters,18,214,35509440,35557440,0,1,1,0,0,1,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/18/214.wav,True,HeStutters_18,HeStutters_18_214,0,train,0,0,1,0,0,0,1,0,1,1
WomenWhoStutter,17,19,7709120,7757120,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/17/19.wav,True,WomenWhoStutter_17,WomenWhoStutter_17_19,1,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,88,52,7454240,7502240,0,0,1,0,0,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/52.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_52,3,train,0,0,1,0,0,0,1,1,0,0
HeStutters,2,203,29016480,29064480,0,0,1,0,0,2,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/2/203.wav,True,HeStutters_2,HeStutters_2_203,1,train,0,0,1,0,0,0,1,1,0,0
WomenWhoStutter,80,15,9818560,9866560,0,0,0,1,1,2,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/80/15.wav,True,WomenWhoStutter_80,WomenWhoStutter_80_15,4,train,1,0,0,0,1,0,1,1,1,1
HeStutters,2,178,22561440,22609440,0,0,0,0,0,3,0,3,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/2/178.wav,True,HeStutters_2,HeStutters_2_178,1,train,0,0,0,0,0,0,1,1,1,1
StutterTalk,37,107,8174400,8222400,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/107.wav,True,StutterTalk_37,StutterTalk_37_107,1,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,101,91,15729120,15777120,0,0,0,0,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/101/91.wav,True,WomenWhoStutter_101,WomenWhoStutter_101_91,3,train,0,0,0,0,0,0,1,1,1,1
StutterTalk,8,110,12407520,12455520,0,0,0,0,0,1,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/110.wav,True,StutterTalk_8,StutterTalk_8_110,2,train,0,0,0,0,0,0,1,0,0,0
WomenWhoStutter,1,90,18779200,18827200,0,0,0,0,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/1/90.wav,True,WomenWhoStutter_1,WomenWhoStutter_1_90,0,train,0,0,0,0,0,0,1,1,0,0
HVSA,2,38,11414560,11462560,0,0,0,1,0,1,0,3,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/38.wav,True,HVSA_2,HVSA_2_38,3,test,1,0,0,0,0,0,1,0,1,1
WomenWhoStutter,10,167,26172160,26220160,0,2,1,2,0,3,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/10/167.wav,True,WomenWhoStutter_10,WomenWhoStutter_10_167,2,train,1,1,1,0,0,0,1,1,1,1
HVSA,2,97,617920,665920,0,0,0,1,0,1,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/97.wav,True,HVSA_2,HVSA_2_97,3,test,1,0,0,0,0,0,1,0,1,1
HeStutters,20,250,33482400,33530400,1,1,0,0,1,1,1,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/20/250.wav,True,HeStutters_20,HeStutters_20_250,2,train,0,0,0,0,1,0,1,0,0,0
HVSA,1,185,10411520,10459520,0,0,0,2,0,1,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/1/185.wav,True,HVSA_1,HVSA_1_185,4,test,1,1,0,0,0,0,1,0,1,0
WomenWhoStutter,87,164,2297440,2345440,0,0,0,1,0,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/87/164.wav,True,WomenWhoStutter_87,WomenWhoStutter_87_164,4,train,1,0,0,0,0,0,1,1,0,0
HeStutters,21,101,14676960,14724960,0,0,0,0,1,1,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/101.wav,True,HeStutters_21,HeStutters_21_101,1,train,0,0,0,0,1,0,1,0,0,0
HeStutters,8,44,9874720,9922720,0,0,0,0,1,2,1,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/8/44.wav,True,HeStutters_8,HeStutters_8_44,1,train,0,0,0,0,1,0,1,1,0,0
HeStutters,11,37,5899840,5947840,0,0,0,0,1,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/11/37.wav,True,HeStutters_11,HeStutters_11_37,2,train,0,0,0,0,1,0,1,1,1,0
StutterTalk,33,202,8360320,8408320,1,0,0,0,1,1,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/33/202.wav,True,StutterTalk_33,StutterTalk_33_202,0,train,0,0,0,0,1,0,1,0,0,0
WomenWhoStutter,86,10,2840960,2888960,0,0,0,0,0,2,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/86/10.wav,True,WomenWhoStutter_86,WomenWhoStutter_86_10,2,train,0,0,0,0,0,0,1,1,1,0
StutterTalk,68,166,37301120,37349120,0,0,0,0,0,2,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/68/166.wav,True,StutterTalk_68,StutterTalk_68_166,3,train,0,0,0,0,0,0,1,1,1,0
HeStutters,22,127,27698560,27746560,0,0,0,0,2,3,2,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/127.wav,True,HeStutters_22,HeStutters_22_127,3,train,0,0,0,0,1,1,1,1,1,0
HeStutters,16,119,23104800,23152800,1,2,2,1,0,1,2,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/16/119.wav,True,HeStutters_16,HeStutters_16_119,4,train,1,0,1,1,0,0,1,0,1,0
StutterTalk,25,56,19123040,19171040,0,0,0,3,2,3,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/25/56.wav,True,StutterTalk_25,StutterTalk_25_56,0,train,1,1,0,0,1,1,1,1,0,0
StutterTalk,26,140,58981280,59029280,0,0,0,1,0,2,1,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/26/140.wav,True,StutterTalk_26,StutterTalk_26_140,1,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,11,29,6827680,6875680,0,0,0,0,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/11/29.wav,True,WomenWhoStutter_11,WomenWhoStutter_11_29,4,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,99,13,33282400,33330400,0,0,0,2,1,1,1,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/99/13.wav,True,WomenWhoStutter_99,WomenWhoStutter_99_13,4,train,1,1,0,0,1,0,1,0,0,0
StutterTalk,3,19,51420800,51468800,0,0,1,0,1,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/3/19.wav,True,StutterTalk_3,StutterTalk_3_19,3,train,0,0,1,0,1,0,1,1,0,0
HeStutters,21,113,17179360,17227360,0,0,0,2,0,1,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/113.wav,True,HeStutters_21,HeStutters_21_113,1,train,1,1,0,0,0,0,1,0,1,1
WomenWhoStutter,64,9,11171200,11219200,0,0,1,0,0,3,0,1,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/64/9.wav,True,WomenWhoStutter_64,WomenWhoStutter_64_9,0,train,0,0,1,0,0,0,1,1,1,0
WomenWhoStutter,74,21,31294560,31342560,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/21.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_21,2,train,0,0,0,0,0,0,1,1,0,0
MyStutteringLife,30,59,2945440,2993440,0,0,0,1,1,1,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/30/59.wav,True,MyStutteringLife_30,MyStutteringLife_30_59,3,test,1,0,0,0,1,0,1,0,1,0
HeStutters,22,59,12561600,12609600,0,0,0,1,0,1,0,1,1,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/59.wav,True,HeStutters_22,HeStutters_22_59,3,train,1,0,0,0,0,0,1,0,1,0
StutterTalk,26,41,17965120,18013120,0,0,0,0,0,1,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/26/41.wav,True,StutterTalk_26,StutterTalk_26_41,1,train,0,0,0,0,0,0,1,0,0,0
WomenWhoStutter,74,109,14519840,14567840,0,0,3,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/109.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_109,2,train,0,0,1,1,0,0,1,1,0,0
StutterTalk,25,70,22605600,22653600,0,0,1,1,1,1,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/25/70.wav,True,StutterTalk_25,StutterTalk_25_70,0,train,1,0,1,0,1,0,1,0,1,1
StutterTalk,8,182,18708480,18756480,0,0,0,0,0,1,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/182.wav,True,StutterTalk_8,StutterTalk_8_182,2,train,0,0,0,0,0,0,1,0,1,1
WomenWhoStutter,62,124,17580480,17628480,0,0,0,0,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/62/124.wav,True,WomenWhoStutter_62,WomenWhoStutter_62_124,3,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,88,177,37411200,37459200,0,0,0,3,0,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/177.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_177,3,train,1,1,0,0,0,0,1,0,0,0
StutterTalk,37,36,22341280,22389280,0,1,0,0,1,1,1,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/36.wav,True,StutterTalk_37,StutterTalk_37_36,1,train,0,0,0,0,1,0,1,0,0,0
WomenWhoStutter,42,168,12793600,12841600,0,0,0,0,0,1,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/42/168.wav,True,WomenWhoStutter_42,WomenWhoStutter_42_168,1,train,0,0,0,0,0,0,1,0,1,0
StutterTalk,47,31,22991840,23039840,0,0,0,0,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/47/31.wav,True,StutterTalk_47,StutterTalk_47_31,4,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,103,130,34592160,34640160,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/103/130.wav,True,WomenWhoStutter_103,WomenWhoStutter_103_130,4,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,103,106,31198880,31246880,0,0,0,0,1,1,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/103/106.wav,True,WomenWhoStutter_103,WomenWhoStutter_103_106,4,train,0,0,0,0,1,0,1,0,1,0
WomenWhoStutter,97,118,23385600,23433600,0,0,0,0,3,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/118.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_118,1,train,0,0,0,0,1,1,1,0,0,0
StutterTalk,26,61,25923200,25971200,0,0,0,0,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/26/61.wav,True,StutterTalk_26,StutterTalk_26_61,1,train,0,0,0,0,0,0,1,1,0,0
MyStutteringLife,35,91,26163680,26211680,0,0,0,2,1,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/35/91.wav,True,MyStutteringLife_35,MyStutteringLife_35_91,3,test,1,1,0,0,1,0,1,0,0,0
HeStutters,23,187,33772320,33820320,0,0,0,1,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/23/187.wav,True,HeStutters_23,HeStutters_23_187,2,train,1,0,0,0,0,0,1,1,0,0
StutterTalk,37,51,4707360,4755360,0,0,0,1,0,1,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/51.wav,True,StutterTalk_37,StutterTalk_37_51,1,train,1,0,0,0,0,0,1,0,0,0
WomenWhoStutter,97,197,36533600,36581600,0,0,0,1,1,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/197.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_197,1,train,1,0,0,0,1,0,1,1,0,0
StutterTalk,37,135,2995840,3043840,0,0,0,1,2,1,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/135.wav,True,StutterTalk_37,StutterTalk_37_135,1,train,1,0,0,0,1,1,1,0,0,0
WomenWhoStutter,97,175,29523840,29571840,0,0,0,2,1,3,1,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/175.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_175,1,train,1,1,0,0,1,0,1,1,1,1
WomenWhoStutter,50,345,39370400,39418400,0,2,0,0,0,2,1,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/50/345.wav,True,WomenWhoStutter_50,WomenWhoStutter_50_345,0,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,99,221,29410880,29458880,0,0,0,1,0,2,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/99/221.wav,True,WomenWhoStutter_99,WomenWhoStutter_99_221,4,train,1,0,0,0,0,0,1,1,1,0
StutterTalk,8,119,13216000,13264000,0,0,0,0,1,1,0,3,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/119.wav,True,StutterTalk_8,StutterTalk_8_119,2,train,0,0,0,0,1,0,1,0,1,1
WomenWhoStutter,81,94,2560320,2608320,0,0,0,1,2,1,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/81/94.wav,True,WomenWhoStutter_81,WomenWhoStutter_81_94,1,train,1,0,0,0,1,1,1,0,1,1
WomenWhoStutter,12,2,35296800,35344800,0,0,0,0,0,1,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/12/2.wav,True,WomenWhoStutter_12,WomenWhoStutter_12_2,4,train,0,0,0,0,0,0,1,0,1,1
HeStutters,15,49,7145440,7193440,0,0,1,1,0,2,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/15/49.wav,True,HeStutters_15,HeStutters_15_49,4,train,1,0,1,0,0,0,1,1,1,1
HeStutters,22,82,17525120,17573120,0,0,1,0,0,2,0,3,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/82.wav,True,HeStutters_22,HeStutters_22_82,3,train,0,0,1,0,0,0,1,1,1,1
StutterTalk,63,102,27821280,27869280,0,0,3,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/63/102.wav,True,StutterTalk_63,StutterTalk_63_102,4,train,0,0,1,1,0,0,1,1,0,0
WomenWhoStutter,64,8,10881760,10929760,0,0,0,0,1,1,2,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/64/8.wav,True,WomenWhoStutter_64,WomenWhoStutter_64_8,0,train,0,0,0,0,1,0,1,0,0,0
MyStutteringLife,33,8,1871200,1919200,0,0,0,2,0,1,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/33/8.wav,True,MyStutteringLife_33,MyStutteringLife_33_8,4,test,1,1,0,0,0,0,1,0,1,0
WomenWhoStutter,44,39,30806240,30854240,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/44/39.wav,True,WomenWhoStutter_44,WomenWhoStutter_44_39,1,train,0,0,0,0,0,0,1,1,0,0
HVSA,2,6,43219360,43267360,0,1,0,0,0,3,2,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/6.wav,True,HVSA_2,HVSA_2_6,3,test,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,97,137,25591200,25639200,0,0,1,0,2,1,0,1,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/137.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_137,1,train,0,0,1,0,1,1,1,0,1,0
WomenWhoStutter,11,3,19773760,19821760,0,0,0,1,0,2,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/11/3.wav,True,WomenWhoStutter_11,WomenWhoStutter_11_3,4,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,17,17,5662880,5710880,0,0,0,0,0,1,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/17/17.wav,True,WomenWhoStutter_17,WomenWhoStutter_17_17,1,train,0,0,0,0,0,0,1,0,0,0
StutterTalk,37,52,4739200,4787200,0,0,0,0,0,1,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/52.wav,True,StutterTalk_37,StutterTalk_37_52,1,train,0,0,0,0,0,0,1,0,1,1
